Name,Height,Weight,Reach,Stance,Birthday,Nickname
Felicia Spencer,5' 6",145 lbs.,68",Orthodox,Nov 29  1990,FeeNom,
Sam Spengler,5' 11",185 lbs.,--,Orthodox,--,The Ram,
Nick Sperling,--,135 lbs.,--,,--,,
Mario Sperry,6' 2",205 lbs.,--,Orthodox,Sep 28  1966,Zen Machine,
Eric Spicely,6' 1",185 lbs.,73",Orthodox,Sep 29  1986,Zebrinha,
Waachiim Spiritwolf,5' 8",170 lbs.,--,,--,Native Warrior,
Daniel Spitz,6' 7",245 lbs.,82",Orthodox,Jul 31  1990,The Daddy Long Legs,
Serghei Spivac,6' 3",260 lbs.,78",Orthodox,Jan 24  1995,Polar Bear,
Daniel Spohn,6' 4",205 lbs.,79",Southpaw,Oct 12  1984,Dragon,
Pete Spratt,5' 9",170 lbs.,--,Orthodox,Jan 09  1971,The Secret Weapon,
Austin Springer,5' 8",145 lbs.,71",Orthodox,May 12  1987,,
Georges St-Pierre,5' 11",185 lbs.,76",Orthodox,May 19  1981,Rush,
Bobby Stack,5' 9",155 lbs.,--,Orthodox,--,,
Andreas Stahl,5' 11",170 lbs.,73",Orthodox,May 20  1988,Real Steel,
Ron Stallings,6' 2",170 lbs.,75",Southpaw,Jan 25  1983,The Choir Boy,
Cody Stamann,5' 6",135 lbs.,64",Orthodox,Nov 09  1989,The Spartan,
Cristina Stanciu,5' 3",115 lbs.,64",Orthodox,Mar 29  1994,Barbie,
Brian Stann,6' 1",205 lbs.,74",Orthodox,Sep 24  1980,All American,
Josh Stansbury,6' 2",205 lbs.,74",Orthodox,Nov 19  1984,The Sandman,
Dion Staring,6' 1",235 lbs.,--,Orthodox,Jun 09  1978,Soldier,
Lucas Stark,--,155 lbs.,--,,--,,
Clifford Starks,6' 0",185 lbs.,77",Orthodox,Apr 25  1981,,
Kalib Starnes,6' 3",185 lbs.,74",Orthodox,Jan 06  1975,,
Laureano Staropoli,6' 1",170 lbs.,71",Orthodox,Feb 27  1993,Pepi,
Damian Stasiak,5' 5",135 lbs.,70",Orthodox,Feb 20  1990,Webster,
Adam Steele,--,170 lbs.,--,,--,,
Dominique Steele,5' 10",170 lbs.,74",Orthodox,Jan 27  1988,Non-Stop Action-Packed,
Ricky Steele,5' 9",135 lbs.,74",Orthodox,May 26  1988,The Karate Kid,
Eric Steenberg,--,155 lbs.,--,,Jun 22  1983,,
Steve Steinbeiss,6' 3",185 lbs.,75",Orthodox,May 05  1981,The Hooligan,
Ray Steinbeiss,5' 11",170 lbs.,--,Orthodox,Sep 12  1979,Ipswitch Cobra,
Dmitri Stepanov,6' 3",217 lbs.,--,Orthodox,--,,
Jeremy Stephens,5' 9",145 lbs.,71",Orthodox,May 25  1986,Lil' Heathen,
Aljamain Sterling,5' 7",135 lbs.,71",Orthodox,Jul 31  1989,Funk Master,
Marc Stevens,5' 9",155 lbs.,--,,--,,
Joe Stevenson,5' 7",145 lbs.,70",Orthodox,Jun 15  1982,Daddy,
Maia Stevenson,5' 4",115 lbs.,62",Orthodox,Mar 19  1982,,
Luke Stewart,5' 11",170 lbs.,--,Orthodox,--,,
Darren Stewart,6' 0",185 lbs.,74",Orthodox,Dec 30  1990,The Dentist,
Kyle Stewart,6' 0",170 lbs.,76",Orthodox,Jan 31  1989,Gunz Up,
Alex Stiebling,6' 2",205 lbs.,--,Southpaw,--,The Brazilian Killa,
Tyler Stinson,6' 3",170 lbs.,--,,Jan 17  1986,The Evolution,
Dan Stittgen,6' 1",170 lbs.,--,Orthodox,Nov 17  1980,The Anvil,
Lazar Stojadinovic,5' 7",145 lbs.,68",Southpaw,Mar 22  1989,The Bronx Bomber,
Denis Stojnic,6' 0",245 lbs.,--,Orthodox,Feb 02  1980,,
Julija Stoliarenko,5' 7",145 lbs.,66",,Apr 08  1993,,
Ken Stone,5' 8",135 lbs.,71",Southpaw,Oct 08  1982,,
Ryan Stonitsch,5' 9",170 lbs.,--,Southpaw,Feb 03  1977,,
George Stork,5' 10",185 lbs.,--,,--,,
Rick Story,5' 9",170 lbs.,71",Southpaw,Aug 28  1984,The Horror,
Darko Stosic,6' 0",205 lbs.,76",Orthodox,Feb 09  1992,,
Greg Stott,5' 7",220 lbs.,--,Southpaw,--,Ranger,
Curtis Stout,6' 1",185 lbs.,--,Southpaw,Nov 07  1973,,
Sam Stout,5' 9",155 lbs.,70",Orthodox,Apr 23  1984,Hands of Stone,
Tim Stout,5' 11",185 lbs.,--,,Feb 09  1979,,
Gennaro Strangis,--,--,--,,--,,
Dave Strasser,5' 10",170 lbs.,--,Orthodox,Jul 13  1969,,
Daniel Straus,5' 7",145 lbs.,--,,Jul 27  1984,,
Gerald Strebendt,5' 9",155 lbs.,--,Orthodox,Mar 01  1979,The Finishing Machine,
Sean Strickland,6' 1",170 lbs.,76",Orthodox,Feb 27  1991,Tarzan,
Hans Stringer,6' 3",205 lbs.,73",Orthodox,Jul 06  1987,,
Stefan Struve,6' 11",265 lbs.,84",Orthodox,Feb 18  1988,Skyscraper,
Josh Stuart,5' 9",160 lbs.,--,,--,,
Mike Stumpf,5' 10",170 lbs.,71",,Aug 01  1986,,
Kyle Sturgeon,6' 3",225 lbs.,--,Switch,--,,
Tatiana Suarez,5' 5",115 lbs.,66",Southpaw,Dec 19  1990,,
Masanori Suda,5' 9",183 lbs.,--,Orthodox,--,,
Genki Sudo,5' 9",155 lbs.,--,Orthodox,Mar 08  1978,Neo-Samurai,
Daisuke Sugie,5' 6",160 lbs.,--,Orthodox,--,Amazon,
Takashi Sugiura,5' 11",225 lbs.,--,Southpaw,May 31  1970,,
Naho Sugiyuma,5' 1",105 lbs.,--,,Feb 03  1978,Sugi Rock,
George Sullivan,6' 0",170 lbs.,73",Orthodox,Mar 13  1981,The Silencer,
Amar Suloev,5' 9",183 lbs.,--,Orthodox,Jul 01  1976,,
Magomed Sultanakhmedov,6' 2",185 lbs.,--,Southpaw,--,,
Justin Sumter,6' 2",185 lbs.,80",Southpaw,Nov 16  1989,The Fort,
Aji Susilo,5' 10",155 lbs.,--,,--,,
Jason Suttie,6' 0",210 lbs.,--,Orthodox,Aug 07  1973,Nobunaga,
Joel Sutton,5' 11",205 lbs.,--,Orthodox,--,,
Chad Sutton,6' 1",185 lbs.,--,,Aug 07  1982,,
Martin Svensson,6' 1",155 lbs.,72",,Apr 25  1985,Big Swede,
Cub Swanson,5' 8",145 lbs.,70",Orthodox,Nov 02  1983,,
Mike Swick,6' 1",170 lbs.,77",Orthodox,Jun 19  1979,Quick,
Floyd Sword,6' 0",185 lbs.,--,Orthodox,Aug 24  1976,,
Bentley Syler,5' 4",125 lbs.,68",Orthodox,Dec 22  1982,Dr. Bolivia,
Kevin Syler,5' 9",145 lbs.,71",Switch,Jul 29  1993,El Nino Bala,
Leo Sylvest,5' 11",205 lbs.,--,Orthodox,Sep 03  1973,Lethal,
Tony Sylvester,6' 1",225 lbs.,--,Southpaw,Jan 27  1978,,
Tim Sylvia,6' 8",265 lbs.,80",Orthodox,Mar 05  1976,The Maine-iac,
Osamu Tachihikari,6' 5",300 lbs.,--,Orthodox,--,,
Amber Tackett,--,115 lbs.,--,,--,,
Eugenio Tadeu,5' 8",160 lbs.,--,Orthodox,--,,
Justin Tafa,6' 0",264 lbs.,74",Southpaw,Dec 13  1993,Bad Man,
Khalid Taha,5' 5",135 lbs.,69",Orthodox,Feb 15  1992,The Warrior,
Joe Taimanglo,5' 4",135 lbs.,--,,Jun 27  1984,The Juggernaut,
Mairbek Taisumov,5' 9",155 lbs.,73",Orthodox,Aug 08  1988,Beckan,
Nobuhiko Takada,6' 0",220 lbs.,--,Southpaw,Apr 12  1962,,
Yoshiki Takahashi,5' 11",199 lbs.,--,Southpaw,Mar 13  1969,Kazuo,
Yoko Takahashi,5' 8",150 lbs.,--,,Apr 20  1973,,
Daiju Takase,6' 0",170 lbs.,--,Southpaw,Apr 20  1978,,
Hiroyuki Takaya,5' 6",139 lbs.,--,Orthodox,Jun 10  1977,Streetfight Bancho,
Yoshihiro Takayama,6' 5",280 lbs.,--,Orthodox,Sep 19  1968,,
Makoto Takimoto,5' 7",205 lbs.,--,Southpaw,Dec 08  1979,,
Oleg Taktarov,6' 0",210 lbs.,--,Orthodox,Aug 26  1967,The Russian Bear,
Nordine Taleb,6' 1",170 lbs.,74",Orthodox,Jun 10  1981,,
Tsuyoshi Tamakairiki,6' 0",220 lbs.,--,Orthodox,--,,
Eli Tamez,5' 7",135 lbs.,--,,Aug 22  1985,Tomahawk,
Kiyoshi Tamura,5' 11",185 lbs.,--,Southpaw,Dec 17  1969,,
Akitoshi Tamura,5' 9",135 lbs.,70",Orthodox,May 31  1980,The Ironman,
Issei Tamura,5' 5",135 lbs.,63",Orthodox,Mar 12  1984,,
Jason Tan,5' 10",170 lbs.,--,Orthodox,Dec 17  1981,,
Akihito Tanaka,--,--,--,Southpaw,--,Kinniku Mantaro,
Michinori Tanaka,5' 5",135 lbs.,67",Orthodox,Oct 04  1990,,
Evan Tanner,6' 0",185 lbs.,74",Orthodox,Feb 11  1971,,
Manny Tapia,5' 5",135 lbs.,67",Orthodox,Mar 14  1981,The Mangler,
Gary Tapusoa,5' 7",185 lbs.,--,,--,,
Miesha Tate,5' 6",135 lbs.,65",Orthodox,Aug 18  1986,Cupcake,
Deividas Taurosevicius,5' 9",145 lbs.,68",Southpaw,Aug 28  1977,,
Thiago Tavares,5' 7",145 lbs.,68",Orthodox,Nov 08  1984,,
Jeremy Tavares,--,135 lbs.,--,,--,,
Brad Tavares,6' 1",185 lbs.,74",Orthodox,Dec 21  1987,,
Paul Taylor,6' 0",155 lbs.,72",Orthodox,Dec 15  1979,Relentless,
Jesse Taylor,6' 0",170 lbs.,73",Orthodox,Jan 02  1983,JT Money,
Torrance Taylor,5' 7",155 lbs.,--,,--,,
Louis Taylor,5' 11",185 lbs.,74",Orthodox,May 12  1979,BeastMode,
Anthony Taylor,5' 7",145 lbs.,--,,--,Pretty Boy,
Danielle Taylor,5' 0",115 lbs.,60",Orthodox,Oct 25  1989,Dynamite,
J.T Taylor,5' 10",--,--,,--,The Outlaw,
James Te Huna,6' 2",185 lbs.,75",Orthodox,Sep 29  1981,,
Shawn Teed,6' 5",265 lbs.,79",Orthodox,Feb 13  1992,,
Glover Teixeira,6' 2",205 lbs.,76",Orthodox,Oct 28  1979,,
John Teixeira,5' 7",145 lbs.,--,Orthodox,Nov 18  1986,Macapa,
Ewerton Teixeira,6' 1",242 lbs.,--,,Feb 13  1982,,
Tra Telligman,6' 2",233 lbs.,--,Orthodox,Feb 07  1965,Trauma,
Herman Terrado,--,170 lbs.,--,,--,,
Dave Terrel,5' 8",170 lbs.,--,Southpaw,May 10  1978,The Bionic,
David Terrell,6' 1",185 lbs.,--,Southpaw,Jan 09  1978,The Soul Assassin,
James Terry,5' 10",170 lbs.,--,Orthodox,Mar 16  1981,Intensity,
Jeff Terry,6' 2",205 lbs.,--,,--,,
David Teymur,5' 9",155 lbs.,73",Southpaw,May 01  1989,,
Daniel Teymur,5' 5",145 lbs.,69",Orthodox,Feb 03  1988,Kid Dynamite,
Motonobu Tezuka,5' 7",135 lbs.,66",Southpaw,Aug 29  1987,,
Jason Thacker,5' 10",185 lbs.,--,Orthodox,Aug 18  1975,,
Brandon Thatch,6' 2",170 lbs.,74",Switch,Jul 11  1985,Rukus,
Elias Theodorou,6' 1",185 lbs.,75",Orthodox,May 31  1988,The Spartan,
Nik Theotikos,--,185 lbs.,--,Orthodox,--,,
Paulo Thiago,5' 11",170 lbs.,73",Orthodox,Jan 25  1981,,
Din Thomas,5' 9",155 lbs.,--,Orthodox,Sep 28  1976,Dinyero,
Ryan Thomas,6' 0",170 lbs.,--,Orthodox,Nov 05  1984,The Tank Engine,
Noah Thomas,5' 9",135 lbs.,--,Orthodox,Mar 27  1981,,
Joel Thomas,5' 10",170 lbs.,--,,--,The NIce Guy,
Treston Thomison,5' 8",145 lbs.,--,,--,,
Nick Thompson,6' 1",170 lbs.,74",Orthodox,Jun 23  1981,The Goat,
James Thompson,6' 5",265 lbs.,--,Orthodox,Dec 16  1978,The Colossus,
Oli Thompson,6' 1",242 lbs.,75",Orthodox,Jan 02  1980,,
Stephen Thompson,6' 0",170 lbs.,75",Orthodox,Feb 11  1983,Wonderboy,
Josh Thomson,5' 10",155 lbs.,71",Orthodox,Sep 21  1978,The Punk,
Simeon Thoresen,6' 1",170 lbs.,79",Orthodox,Mar 14  1984,The Grin,
Josh Thornburg,6' 0",170 lbs.,--,,May 24  1984,,
Gleison Tibau,5' 10",155 lbs.,71",Southpaw,Oct 07  1983,,
Chris Tickle,5' 9",155 lbs.,--,,Feb 01  1982,BadBoy,
Nolan Ticman,5' 6",125 lbs.,69",Orthodox,May 17  1988,,
Darren Till,6' 0",185 lbs.,74",Southpaw,Dec 24  1992,The Gorilla,
Brett Tillis,--,145 lbs.,--,,--,,
Ryan Tobar,--,155 lbs.,--,,--,,
Andrew Todhunter,6' 0",185 lbs.,72",Switch,Nov 30  1987,The Sniper,
Dusko Todorovic,6' 1",185 lbs.,74",Orthodox,May 19  1994,,
Hideo Tokoro,5' 7",135 lbs.,--,Orthodox,Aug 22  1977,,
Anatoly Tokov,5' 10",185 lbs.,--,,Feb 17  1990,,
Kazuki Tokudome,5' 11",155 lbs.,73",Southpaw,Mar 04  1987,,
Tyler Toner,5' 8",145 lbs.,70",Orthodox,Mar 31  1983,,
James Toney,5' 9",220 lbs.,--,Orthodox,Aug 24  1968,Lights Out,
Masanori Tonooka,5' 8",185 lbs.,--,Orthodox,--,,
Carl Toomey,--,--,--,,--,,
Anthony Torres,5' 8",170 lbs.,--,Orthodox,Jul 31  1978,The Crush,
Miguel Torres,5' 9",135 lbs.,76",Orthodox,Jan 18  1981,,
Ronys Torres,5' 7",155 lbs.,--,Orthodox,Aug 13  1975,,
Haven Torres,--,125 lbs.,--,,--,,
Tecia Torres,5' 1",115 lbs.,60",Orthodox,Aug 16  1989,The Tiny Tornado,
Alex Torres,5' 10",145 lbs.,70",Orthodox,May 29  1988,Rolo,
Abram Torres,5' 10",170 lbs.,--,,Oct 29  1982,,
Jose Torres,5' 4",125 lbs.,65",Orthodox,Aug 02  1992,Shorty,
Desmond Torres,5' 6",135 lbs.,69",Orthodox,Jan 06  1997,The Tyrant,
Salim Touahri,5' 10",170 lbs.,72",Orthodox,Sep 28  1989,Grizzly,
Dequan Townsend,6' 3",205 lbs.,79",Orthodox,May 11  1986,The Tarantula,
Minoru Toyonaga,5' 11",195 lbs.,--,Southpaw,--,,
Roberto Traven,6' 3",227 lbs.,--,Orthodox,Sep 16  1968,Spider,
Bryan Travers,--,155 lbs.,--,,Apr 11  1983,,
Alexander Trevino,--,170 lbs.,--,,--,,
Francisco Trevino,5' 9",155 lbs.,70",Orthodox,Dec 17  1981,Sitkayan,
Angelo Trevino,5' 11",170 lbs.,--,Switch,Jun 10  1993,Baby Monsta,
Frank Trigg,5' 9",170 lbs.,71",Southpaw,May 07  1972,Twinkle Toes,
Francisco Trinaldo,5' 9",155 lbs.,70",Southpaw,Aug 24  1978,Massaranduba,
Damien Trites,5' 11",165 lbs.,--,,Aug 23  1979,The Omen,
Michael Trizano,5' 11",155 lbs.,71",Orthodox,Dec 31  1991,The Lone Wolf,
Antonio Trocoli,6' 5",205 lbs.,82",Orthodox,Dec 06  1990,Malvado,
Tor Troeng,6' 2",185 lbs.,77",Orthodox,Jan 25  1983,The Hammer,
Aaron Trujillo,5' 5",125 lbs.,--,,--,,
Reynaldo Trujillo,5' 9",155 lbs.,--,,Jan 01  1982,The Truth,
Abel Trujillo,5' 8",155 lbs.,70",Orthodox,Sep 18  1983,Killa,
Arman Tsarukyan,5' 7",155 lbs.,72",Orthodox,Oct 11  1996,Ahalkalakets,
Chris Tuchscherer,6' 2",258 lbs.,76",Orthodox,Sep 08  1975,The Crowbar,
Jon Tuck,5' 11",155 lbs.,73",Orthodox,Aug 28  1984,Super Saiyan,
Gavin Tucker,5' 6",145 lbs.,66",Southpaw,Jun 17  1986,Guv'Nor,
Jumabieke Tuerxun,5' 7",135 lbs.,67",Orthodox,Apr 17  1986,Leopard,
Tom Tuggle,6' 2",250 lbs.,--,Orthodox,--,The Law,
Blair Tugman,6' 0",135 lbs.,--,,--,,
Tai Tuivasa,6' 2",264 lbs.,75",Southpaw,Mar 16  1993,Bam Bam,
Zubaira Tukhugov,5' 8",145 lbs.,68",Orthodox,Jan 15  1991,Warrior,
Teila Tuli,6' 0",430 lbs.,--,Orthodox,Jun 14  1969,,
Albert Tumenov,5' 11",170 lbs.,73",Orthodox,Dec 26  1991,Einstein,
Ricky Turcios,5' 9",135 lbs.,71",Orthodox,Jun 05  1993,Pretty,
Wellington Turman,6' 0",185 lbs.,72",Orthodox,Jul 22  1996,The Prodigy,
Courtney Turner,6' 2",170 lbs.,--,,--,,
Jalin Turner,6' 3",155 lbs.,77",Southpaw,May 18  1995,The Tarantula,
Austin Tweedy,5' 9",155 lbs.,68",Orthodox,Sep 25  1990,Flash,
Marcin Tybura,6' 3",249 lbs.,78",Orthodox,Nov 09  1985,Tybur,
Alberto Uda,6' 3",185 lbs.,77",Orthodox,Aug 08  1984,,
Ryuki Ueyama,5' 11",180 lbs.,--,Southpaw,Apr 17  1976,,
Christian Uflacker,5' 11",170 lbs.,--,,Aug 04  1985,,
Andy Uhrich,6' 0",170 lbs.,--,,--,,
Tagir Ulanbekov,5' 6",125 lbs.,--,,--,,
Gasan Umalatov,5' 11",170 lbs.,71",Orthodox,Sep 11  1982,Cobra,
Jeremy Umphries,--,160 lbs.,--,,--,,
Zach Underwood,6' 2",185 lbs.,--,,--,,
Caol Uno,5' 7",155 lbs.,70",Southpaw,May 08  1975,Uno Shoten,
Kengo Ura,5' 9",165 lbs.,--,,Jun 20  1981,Uraken,
Hector Urbina,5' 11",170 lbs.,73",Orthodox,Sep 17  1987,El Toro,
Elias Urbina,6' 3",185 lbs.,77",Southpaw,Oct 09  1993,,
Nick Urso,5' 6",125 lbs.,66",Southpaw,Sep 26  1985,,
Yasuhiro Urushitani,5' 5",125 lbs.,--,Southpaw,Sep 08  1976,,
Kamaru Usman,6' 0",170 lbs.,76",Switch,May 11  1987,The Nigerian Nightmare,
Darren Uyenoyama,5' 6",125 lbs.,64",Orthodox,Oct 15  1979,BC,
Richie Vaculik,5' 6",125 lbs.,69",Orthodox,Jun 19  1983,Vas,
Egidijus Valavicius,6' 0",200 lbs.,--,Orthodox,--,,
Charlie Valencia,5' 3",135 lbs.,64",Orthodox,Oct 31  1974,,
Victor Valenzuela,5' 10",155 lbs.,--,,--,Joe Boxer,
Victor Valimaki,6' 0",205 lbs.,--,Orthodox,--,The Matrix,
Andrew Valladerez,--,135 lbs.,--,,--,,
Isaac Vallie-Flagg,5' 8",155 lbs.,68",Orthodox,Apr 08  1978,,
Mike van Arsdale,6' 2",205 lbs.,--,Switch,Jun 20  1965,,
Matt Van Buren,6' 5",205 lbs.,76",,Jun 12  1986,Gutter,
Brianna Van Buren,5' 0",115 lbs.,62",Southpaw,Aug 04  1993,The Bull,
Ron van Clief,5' 10",190 lbs.,--,Orthodox,Jan 25  1943,The Black Dragon,
Lloyd Van Dams,6' 1",240 lbs.,--,Southpaw,Mar 05  1972,,
Chad Vance,6' 0",185 lbs.,--,Orthodox,--,,
Austin Vanderford,5' 11",170 lbs.,74",Orthodox,Mar 21  1990,AK-47,
Lando Vannata,5' 9",155 lbs.,71",Orthodox,Mar 14  1992,Groovy,
Paige VanZant,5' 4",115 lbs.,65",Orthodox,Mar 26  1994,12 Gauge,
Paul Varelans,6' 8",300 lbs.,--,Orthodox,--,The Polar Bear,
Kazula Vargas,5' 8",155 lbs.,71",Southpaw,Aug 15  1985,Kazula,
Jamie Varner,5' 8",155 lbs.,72",Orthodox,Oct 12  1984,,
Guilherme Vasconcelos,6' 0",185 lbs.,74",Orthodox,Mar 23  1986,Bomba,
Linton Vassell,6' 4",205 lbs.,--,,Jun 03  1983,The Swarm,
Billy Vaughan,5' 6",155 lbs.,--,,Dec 02  1983,,
Yuri Vaulin,6' 4",197 lbs.,--,Southpaw,--,,
Javier Vazquez,5' 7",145 lbs.,69",Southpaw,Jul 16  1977,Showtime,
Manny Vazquez,5' 10",125 lbs.,72",Orthodox,Nov 19  1993,,
Matt Veach,5' 11",155 lbs.,--,Orthodox,May 31  1981,,
Joe Vedepo,6' 0",185 lbs.,--,Orthodox,--,The Doctor,
Cain Velasquez,6' 1",240 lbs.,77",Orthodox,Jul 28  1982,,
David Velasquez,5' 5",145 lbs.,--,Orthodox,--,Little,
Bojan Velickovic,6' 0",170 lbs.,76",Southpaw,Dec 18  1988,Serbian Steel,
Karlos Vemola,6' 0",185 lbs.,75",Orthodox,Jul 03  1985,,
Luigi Vendramini,5' 8",170 lbs.,--,Orthodox,Jan 16  1996,The Italian Stallion,
Jerrel Venetiaan,6' 1",195 lbs.,--,Orthodox,Mar 09  1971,,
Scott Ventimiglia,5' 11",185 lbs.,--,,Nov 17  1972,Meant to Kill Ya,
Brandon Vera,6' 3",230 lbs.,76",Orthodox,Oct 10  1977,The Truth,
Kerry Vera,5' 7",135 lbs.,--,Orthodox,--,,
Marlon Vera,5' 8",145 lbs.,70",Switch,Dec 02  1992,Chito,
Ernie Verdicia,5' 11",199 lbs.,--,Orthodox,--,,
Joe Veres,5' 7",155 lbs.,--,Orthodox,Nov 09  1977,,
Renato Verissimo,6' 1",170 lbs.,--,Orthodox,Aug 03  1973,Charuto,
Bryan Vetell,6' 3",265 lbs.,--,Southpaw,Jul 26  1977,,
Marvin Vettori,6' 0",185 lbs.,74",Southpaw,Sep 20  1993,The Italian Dream,
Hugo Viana,5' 6",135 lbs.,67",Orthodox,Sep 26  1982,Wolverine,
Guilherme Viana,6' 4",205 lbs.,--,,--,,
Polyana Viana,5' 5",115 lbs.,67",Orthodox,Jun 14  1992,Dama de Ferro,
Vitor Vianna,--,205 lbs.,--,Orthodox,--,,
James Vick,6' 3",155 lbs.,76",Orthodox,Feb 23  1987,The Texecutioner,
Milton Vieira,6' 0",145 lbs.,72",Orthodox,Oct 04  1978,Miltinho,
Reginaldo Vieira,5' 7",135 lbs.,65",Orthodox,Nov 26  1982,,
Ketlen Vieira,5' 8",135 lbs.,68",Orthodox,Aug 26  1991,Fenomeno,
Rodolfo Vieira,6' 0",185 lbs.,73",Orthodox,Sep 25  1989,,
Steve Vigneault,5' 10",185 lbs.,--,Orthodox,Feb 14  1978,Lionheart,
Alejandro Villalobos,5' 7",145 lbs.,--,,Oct 26  1979,,
DeMarco Villalona,5' 9",185 lbs.,--,,--,,
Gian Villante,6' 3",205 lbs.,76",Orthodox,Aug 18  1985,,
Ike Villanueva,6' 1",225 lbs.,73",Orthodox,Apr 04  1984,Hurricane,
Ruben Villareal,6' 4",265 lbs.,--,Orthodox,May 01  1970,Warpath,
Armando Villarreal,5' 7",135 lbs.,66",Southpaw,Aug 08  1989,La Lumbre,
Pablo Villaseca,5' 7",155 lbs.,--,,Jan 26  1987,El Gallo,
Joey Villasenor,6' 0",185 lbs.,--,Orthodox,Oct 17  1975,Smokin' Joe,
Danillo Villefort,6' 1",185 lbs.,--,Orthodox,May 08  1983,Indio,
Yuri Villefort,6' 0",170 lbs.,73",Orthodox,Mar 23  1991,,
Marcos Vinicius,5' 9",125 lbs.,70",Orthodox,Dec 05  1979,Vina,
Brandon Visher,5' 6",135 lbs.,68",Orthodox,May 06  1984,The Viper,
Falaniko Vitale,5' 10",185 lbs.,--,Orthodox,Jul 14  1974,Niko,
Bobby Voelker,6' 0",170 lbs.,75",Orthodox,Apr 26  1979,Vicious,
Alexander Volkanovski,5' 6",145 lbs.,71",Orthodox,Sep 29  1988,The Great,
Jacob Volkmann,5' 9",155 lbs.,71",Southpaw,Sep 05  1980,Christmas,
Alexander Volkov,6' 7",250 lbs.,80",Orthodox,Oct 24  1988,Drago,
Jason Von Flue,6' 0",170 lbs.,--,Orthodox,Aug 01  1975,Live Wire,
Milco Voorn,--,220 lbs.,--,Orthodox,--,,
Mark Vorgeas,5' 10",135 lbs.,--,,--,,
Igor Vovchanchyn,5' 8",205 lbs.,--,Orthodox,Aug 06  1973,Ice Cold,
James Wade,5' 10",205 lbs.,--,,--,,
Chris Wade,5' 10",155 lbs.,70",Orthodox,Sep 30  1987,,
Neil Wain,5' 10",242 lbs.,--,Orthodox,--,Old School,
TJ Waldburger,5' 11",170 lbs.,75",Orthodox,Apr 25  1988,The Modern Day Warrior,
Chase Waldon,6' 1",185 lbs.,75",Orthodox,Sep 19  1986,,
Andre Walker,5' 11",205 lbs.,--,Southpaw,--,,
Herschel Walker,6' 1",215 lbs.,--,Orthodox,Mar 03  1962,,
Donny Walker,5' 9",135 lbs.,--,,Jan 04  1980,Eagle Eye,
Johnny Walker,6' 6",205 lbs.,82",Orthodox,Mar 30  1992,,
Ben Wall,5' 10",155 lbs.,73",Orthodox,Mar 25  1989,Manimal,
Crafton Wallace,6' 0",185 lbs.,--,Orthodox,Nov 10  1975,Blaze,
Rodney Wallace,5' 9",205 lbs.,72",Switch,Nov 21  1981,Shonuff the Master,
Jeremy Wallace,5' 9",--,--,,--,,
Randall Wallace,5' 11",185 lbs.,73",Orthodox,Mar 01  1989,Braveheart,
James Wallace,5' 10",155 lbs.,69",Orthodox,Nov 17  1992,Jesse,
Jimmy Wallhead,5' 10",170 lbs.,73",Orthodox,Mar 14  1984,Judo,
Cory Walmsley,6' 0",205 lbs.,--,Orthodox,--,Hardcore,
Richard Walsh,6' 0",170 lbs.,73",Orthodox,Dec 01  1988,Filthy Rich,
Patrick Walsh,5' 11",185 lbs.,71",,Nov 28  1988,The Beast of the East,
Erick Wanderlei,6' 1",205 lbs.,--,Orthodox,--,,
Dimitiri Wanderley,--,205 lbs.,--,Orthodox,--,,
Andy Wang,5' 6",155 lbs.,--,Orthodox,May 28  1977,,
Sai Wang,6' 0",170 lbs.,72",Southpaw,Jan 14  1986,The Fire Kylin,
An Ying Wang,6' 0",170 lbs.,--,Orthodox,Apr 04  1991,Smiley,
Curt Warburton,6' 0",155 lbs.,73",Orthodox,--,,
Brennan Ward,5' 10",170 lbs.,--,,Jun 28  1988,The Irish Bad Boy,
Charlie Ward,5' 11",170 lbs.,73",Orthodox,Dec 17  1980,Relentless,
Terrion Ware,5' 8",135 lbs.,71",Orthodox,Mar 31  1986,Flash,
Joe Warren,5' 6",135 lbs.,--,Orthodox,Oct 31  1976,,
Brian Warren,6' 0",185 lbs.,--,Orthodox,--,Mr. Unbreakable,
Merritt Warren,5' 10",155 lbs.,--,Southpaw,--,,
Idris Wasi,6' 0",186 lbs.,--,,Dec 11  1989,,
Kengo Watanabe,6' 4",220 lbs.,--,Orthodox,Jan 31  1976,,
Kazuhisa Watanabe,5' 6",139 lbs.,--,,May 18  1983,,
Ron Waterman,6' 2",280 lbs.,--,Orthodox,Nov 23  1965,H20,
Andy Waters,6' 0",170 lbs.,--,,--,,
Dominic Waters,6' 1",170 lbs.,79",Orthodox,Apr 11  1989,Sho Nuff,
Michelle Waterson,5' 3",115 lbs.,62",Orthodox,Jan 06  1986,The Karate Hottie,
Sam Watford,--,155 lbs.,--,,--,,
Blake Watkins,--,185 lbs.,--,,--,,
Kyle Watson,6' 0",155 lbs.,--,Southpaw,Aug 09  1979,,
Maka Watson,--,155 lbs.,--,,Sep 22  1984,,
Walel Watson,5' 11",135 lbs.,69",Orthodox,Jul 16  1984,The Gazelle,
Tom Watson,6' 1",185 lbs.,73",Orthodox,Jul 13  1982,Kong,
Enrique Watson,--,185 lbs.,--,,--,,
Brok Weaver,6' 0",155 lbs.,73",Southpaw,Dec 05  1991,Chata Tuska,
